Extraction Date:,7/30/2025,, -  Data not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,x Data suppressed due to small cell size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,* Data suppressed due to data quality concerns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Department of Education, Office of Special Education Programs. EDPass: “IDEA Part B Child Count and Educational Environments Collection,” 2024-25. Data extracted as of July 30, 2025 from file specifications 002 and 089. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State Name,SEA Education Environment,SEA Disability Category,Age 3,Age 4,Age 5 (Early Childhood),American Indian or Alaska Native - Early Childhood,Asian - Early Childhood,Black or African American - Early Childhood,Hispanic/Latino - Early Childhood,Native Hawaiian or Other Pacific Islander - Early Childhood,Two or More Races - Early Childhood,White - Early Childhood,Female - Early Childhood,Male - Early Childhood,EL Yes - Early Childhood,EL No - Early Childhood,Age 3 to 5 (Early Childhood), Age 5 (School Age),Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 5 (School Age)-11,Age 6-11,Age 12-17,Age 18-21,Age 5 (School Age)-21,Ages 6-21,EL Yes - School Age,EL No - School Age,Female - School Age,Male - School Age,American Indian or Alaska Native - School Age,Asian - School Age,Black or African American - School Age,Hispanic/Latino - School Age,Native Hawaiian or Other Pacific Islander - School Age,Two or more races - School Age,White - School Age
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),All Disabilities,211,385,79,2,12,170,224,1,23,243,213,462,67,608,675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend at least 10 hours),All Disabilities,1039,3191,676,8,103,1046,1664,7,239,1839,1555,3351,787,4119,4906,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend less than 10 hours),All Disabilities,213,655,124,0,20,218,276,1,43,434,293,699,114,878,992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, Early Childhood",All Disabilities,7578,13642,2480,53,481,6342,7788,37,1046,7953,7199,16501,3825,19875,23700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, School Age",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18810,27106,29896,31745,34784,36385,35195,33923,32913,31606,31620,31139,28309,14351,3981,2126,1632,213921,195111,189510,22090,425521,406711,36775,388746,150509,275012,988,6227,104845,148729,541,18545,145646
2024,Florida,Correctional Facilities,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,11,4,18,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Home,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Homebound/Hospital,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,51,16,101,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 40% through 79% of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1839,-,2072,489,4400,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 80% or more of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12899,-,12213,1041,26153,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class less than 40% of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19257,-,6718,1725,27700,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Parentally Placed in Private Schools,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,83,20,183,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, Early Childhood",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, School Age",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,6,0,17,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Separate Class,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3194,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, Early Childhood",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, School Age",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1335,-,1703,936,3974,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Service Provider Location,Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend at least 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend less than 10 hours),Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, Early Childhood",Autism,1183,2164,394,9,91,1429,1126,6,165,915,-,-,-,-,3741,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, School Age",Autism,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3698,5092,5578,5863,5626,5057,4544,4407,4102,3908,3648,3558,3234,1921,1000,704,606,35458,31760,22857,4231,62546,58848,5492,57054,12173,50373,134,1998,13695,24440,87,2671,19521
2024,Florida,Correctional Facilities,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Home,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Homebound/Hospital,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 40% through 79% of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,7,0,11,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 80% or more of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,12,4,25,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class less than 40% of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,5,5,20,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Parentally Placed in Private Schools,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, Early Childhood",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, School Age",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,9,4,15,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Separate Class,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, Early Childhood",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, School Age",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,11,3,20,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Service Provider Location,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend at least 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend less than 10 hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, Early Childhood",Deaf-blindness,1,1,3,0,0,2,1,0,0,2,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, School Age",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,5,5,7,6,4,6,6,5,10,8,10,11,2,3,1,32,29,45,17,94,91,4,90,50,44,0,7,17,29,1,3,37
2024,Florida,Correctional Facilities,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Home,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Homebound/Hospital,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 40% through 79% of the day,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,615,-,-,-,615,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 80% or more of the day,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18381,-,-,-,18381,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class less than 40% of the day,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6436,-,-,-,6436,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Parentally Placed in Private Schools,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, Early Childhood",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, School Age",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Separate Class,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, Early Childhood",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, School Age",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,-,-,-,224,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Service Provider Location,Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,353,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend at least 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend less than 10 hours),Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, Early Childhood",Developmental delay,5328,8606,1544,30,337,4029,5391,22,680,4989,-,-,-,-,15478,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, School Age",Developmental delay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8815,8985,6638,1216,66,0,0,0,0,0,0,0,0,0,0,0,0,25720,16905,-,-,25720,16905,5026,20694,7263,18457,48,502,6418,9312,29,1265,8146
2024,Florida,Correctional Facilities,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,157,156,313,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Home,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Homebound/Hospital,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,60,6,74,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 40% through 79% of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173,-,722,50,945,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 80% or more of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1131,-,3811,323,5265,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class less than 40% of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1294,-,972,62,2328,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Parentally Placed in Private Schools,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2,1,6,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, Early Childhood",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, School Age",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,19,1,24,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Separate Class,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, Early Childhood",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, School Age",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,-,395,72,588,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Service Provider Location,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend at least 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend less than 10 hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, Early Childhood",Emotional disturbance,0,2,0,0,0,0,1,0,0,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, School Age",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,99,282,428,514,692,703,867,973,1016,1098,1179,1005,386,121,80,84,2734,2718,6138,671,9543,9527,311,9232,1981,7562,23,31,3486,2044,4,584,3371
2024,Florida,Correctional Facilities,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,4,2,6,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Home,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Homebound/Hospital,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,0,8,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 40% through 79% of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,-,160,22,270,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class 80% or more of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1141,-,1459,133,2733,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Inside regular class less than 40% of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,261,-,91,27,379,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Parentally Placed in Private Schools,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,5,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, Early Childhood",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Residential Facility, School Age",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,124,49,205,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Separate Class,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, Early Childhood",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Separate School, School Age",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,59,15,124,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Service Provider Location,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend at least 10 hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Other Location than Regular Early Childhood Program (attend less than 10 hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend at least 10 hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,Services in Regular Early Childhood Program (attend less than 10 hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, Early Childhood",Hearing impairment,77,98,28,0,8,24,80,0,4,87,-,-,-,-,203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Florida,"Total, School Age",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106,178,201,263,274,258,298,309,312,309,322,325,326,176,41,23,9,1578,1472,1903,249,3730,3624,302,3428,1777,1953,3,133,765,1425,6,138,1260
2024,Florida,Correctional Facilities,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,27,29,57,-,-,-,-,-,-,-,-,-,-,-,-
